"AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VA","VT","WA","WI","WV","WY"
0.00523241373421554,0.00219216476195565,0.00311448716060907,0.00277826723387376,0.000938703344182772,0.00290793701236054,0.00113910386115222,0.00091700062078921,0.00106122526512451,0.00128853852566571,0.000827071444112235,0.000919499383673524,0.00343535625160736,0.00381567915319228,0.00124123831163415,0.00334058302912014,0.00369555437065999,0.00336769179928417,0.00137106280216892,0.00110214236203499,0.000670768461662737,0.00261004353397015,0.00249096386913019,0.00309451161573324,0.00309703088277394,0.00145302886921563,0.00344343393535557,0.00224004438061609,0.0037916608129216,0.00354149652213515,0.00251010716885898,0.000681756277078219,0.00167186137084211,0.00172731411280216,0.000708263690860491,0.00270086554955284,0.00367859026473072,0.00330860434698428,0.00241005794942992,0.00192438955211148,0.00178350590598653,0.00382271693919615,0.00288800117378624,0.00186703805812866,0.00314143085647235,0.00135617461870755,0.00229217846563859,0.00294035518938284,0.00299414662181309,0.00329770160411122,0.00379382512639773
0.00219216476195565,0.00510031955179945,0.00429410841882588,0.000865804231336137,0.000836554023183438,0.00125759637536018,0.000866018070743175,0.000832734574231987,0.00253532232033766,0.00192855568630311,0.00370775263818932,0.000903657200374223,0.00317884288653244,0.00304751292698584,0.000905594903205011,0.00368507886886583,0.00340653165902203,0.0039071976981375,0.00411118225835272,0.000753190983152523,0.000881590764091491,0.00257567137851724,0.00321585753895438,0.00266415123558097,0.00378290130636949,0.00413304153235869,0.00315494764081204,0.00434134712475873,0.00323952114177374,0.00291618221805521,0.00219934400247172,0.000709415967359046,0.000768871802441873,0.000752894871185374,0.000701468009474228,0.00334836407602145,0.00375118831799267,0.00238103479994532,0.00277075133343703,0.00104071693818937,0.00443418864974422,0.00335699599248106,0.0042365606830983,0.000811538085084526,0.00124662119541817,0.00282451402072277,0.00188513671996606,0.00132944734385529,0.0028242199652731,0.00383333156115353,0.00346482855573136
0.00311448716060907,0.00429410841882588,0.00502746233412984,0.00134104469615771,0.000806047594006087,0.00199752588346391,0.000943530324923764,0.000869987112390114,0.00236031100301541,0.00191150896419999,0.00310575071986214,0.000857665850088006,0.00369536844189242,0.00366391010912444,0.00117069743201742,0.00409589658419309,0.004002545487911,0.00429832615418124,0.00363938697265186,0.000842441774018964,0.000805932011569993,0.00290027897879857,0.00341906893735861,0.00319283255117404,0.00409210030496442,0.00365359856514535,0.00366211492528019,0.00425601907791999,0.00383564410269085,0.00347770231524923,0.00257425431658344,0.000716097789010722,0.000793398379272809,0.000861228775998142,0.00071101423506557,0.00359463270864981,0.00417974712751154,0.0030341793045133,0.00303457870815262,0.00142044580669145,0.00410888785713209,0.003961595730966,0.00441581692911351,0.000792593207646865,0.00189597128183802,0.00274899243945225,0.00223310601023092,0.00201190836903454,0.00326300658137419,0.00418686795113315,0.00401555440665839
0.00277826723387376,0.000865804231336137,0.00134104469615771,0.00519628802389294,0.00297977838866022,0.00299935567919981,0.00269939615359696,0.000820248938096782,0.00174368785334896,0.00299675726036536,0.000691127451037063,0.00241827099088416,0.00226757991207619,0.00257330327301096,0.00303317217576567,0.00215016871387964,0.00200412833613569,0.00185477746502208,0.00081690668660891,0.0026220491422713,0.000874198149665613,0.0021900530298627,0.00233607863972684,0.00238468633638043,0.00191980003651644,0.000752316305592502,0.0021216317284656,0.00100008632280418,0.00204171577971847,0.00253085077135222,0.00228618194229657,0.00282434531574046,0.00311319219933285,0.00426026328082948,0.00282921892261732,0.00234129687068432,0.00196412107801231,0.00298019535253899,0.00260037898175304,0.0033092727421344,0.000856282211119526,0.00210614090152003,0.00136304625764025,0.00289948596247546,0.00275145462028968,0.00125914692239911,0.00190959892635704,0.00352165508205015,0.00253353677476353,0.00196482280114881,0.00204821598350322
0.000938703344182772,0.000836554023183438,0.000806047594006087,0.00297977838866022,0.00517412742790566,0.00121375758047407,0.00141298689823772,0.00150828010630326,0.000840641885047197,0.00155744891499697,0.000797566305993803,0.00392926086059941,0.000751246338030453,0.000772114859283759,0.00175571900775999,0.000768709002464393,0.000788080687225439,0.000784037993811656,0.000802031007917046,0.00159341459774886,0.000953160911315551,0.00082510613424062,0.000840987464960031,0.00084918012801959,0.000763965824267289,0.000945664087057988,0.00075277805048842,0.000808950527053682,0.000766270880436794,0.000773123059110631,0.00087899092417347,0.0027347941500326,0.0035070221950966,0.00327202835773094,0.00294588288211416,0.000830290457176521,0.000894519748491508,0.00091856360014915,0.000911659534070482,0.00155368081718942,0.000842799341748068,0.000770774828426349,0.000803771219280553,0.00312157662475797,0.000950907480253588,0.000807626509111996,0.000834803076459255,0.00146744574617653,0.000850747133172916,0.000771460510027211,0.000770860735019067
0.00290793701236054,0.00125759637536018,0.00199752588346391,0.00299935567919981,0.00121375758047407,0.00500053974948517,0.00291181673677937,0.00080363554449292,0.00170127321777031,0.00182256151414798,0.00073744444295009,0.000817008781305185,0.00317875188841101,0.00336935581724793,0.00293162577668506,0.00292651420724829,0.00330849979252635,0.00270045382969626,0.000828546729325539,0.00323555265600531,0.000892763340663799,0.00287387151943729,0.00283375576613138,0.00371185284161987,0.00288607376522703,0.000820020423797876,0.00316434996804448,0.00171951529469104,0.00318083992850166,0.00352006976885152,0.00327023948755631,0.00217264150095828,0.000997927050078301,0.00191590208974118,0.00201404282111468,0.00298022563457573,0.00250045592351137,0.00383742951416181,0.00317077133867981,0.00334393571865752,0.00114088392884351,0.00309179963859455,0.00221311931239713,0.00102133632030768,0.00342505189378196,0.0027456636665789,0.00280134012684936,0.00406651582360033,0.00325852756784221,0.00263244154525026,0.00299736374769693
0.00113910386115222,0.000866018070743175,0.000943530324923764,0.00269939615359696,0.00141298689823772,0.00291181673677937,0.00518676102794828,0.000926367196779646,0.00349873291960423,0.0032178250133024,0.000757124330733354,0.00120175176644181,0.0024297319348427,0.00200230075755447,0.00391355237778653,0.00179697902308507,0.00156216683359511,0.00151720777561868,0.000821381223664461,0.00435572112479449,0.00233725321693151,0.00334925630174648,0.00297556247252272,0.00297165097350375,0.00193635493589472,0.000682452592372232,0.00244097478826717,0.00121346379641,0.00181709496992638,0.00238195852930829,0.00365803749993602,0.00369256141391301,0.00132896665252684,0.00246531846534923,0.00324099707856798,0.00270322857224158,0.000806794249251393,0.00307784885904381,0.00344440873119436,0.0042693749629512,0.00100171587764846,0.00187116788297094,0.00107389319157669,0.000797500476694528,0.00204161260271916,0.00314882234724236,0.00360644933808959,0.00360215591917191,0.00309937299782554,0.00181912947473155,0.00171693026631093
0.00091700062078921,0.000832734574231987,0.000869987112390114,0.000820248938096782,0.00150828010630326,0.00080363554449292,0.000926367196779646,0.0050372191666491,0.000951291147527847,0.00083481692842959,0.000853434590261891,0.00110109778520958,0.000793604032973763,0.000815337588838572,0.00111031596360533,0.00079950575382742,0.00085330351456957,0.000834262098264321,0.00081827504364916,0.00134760217939184,0.00328193312030721,0.000753623013341596,0.000774854526481593,0.000762719268384967,0.000789081734318594,0.000753789704946243,0.000816426930546697,0.000808485850147768,0.00085000380287714,0.000786598634765206,0.000775799883731587,0.00186590018945008,0.000800615050265594,0.000814951245360896,0.00217785463734666,0.000740644268651891,0.000878072170800271,0.000765767410995396,0.000787814677862027,0.000881743669917678,0.000807261208005046,0.000855134146652607,0.000840870082570223,0.000811163231971375,0.000799136049891881,0.00090320524590081,0.000806983062954839,0.000773441457129518,0.000748664201879899,0.000823996813009134,0.000861178120307454
0.00106122526512451,0.00253532232033766,0.00236031100301541,0.00174368785334896,0.000840641885047197,0.00170127321777031,0.00349873291960423,0.000951291147527847,0.00516737266263996,0.00347873099704203,0.00247528216992916,0.000802561155577888,0.00307314520616442,0.00247680236161828,0.00353237700559586,0.00288887609945006,0.00213340434788186,0.00267018076090102,0.0027292823786207,0.00295297684353995,0.00251308845351059,0.00351512837417285,0.00392230210375286,0.0030782634052396,0.00303036986161615,0.00211384287341088,0.00283784422833981,0.00297470817899669,0.00235838988222562,0.00273835992370814,0.00345061326317094,0.00241046971594437,0.000833109749307163,0.00195042715446379,0.0022867907368152,0.0036364349517789,0.00153885877919627,0.00290173857284117,0.00391575712372698,0.00346181052955054,0.00296266625226897,0.00246310566067585,0.00252346503639665,0.000760399086808148,0.00160632435001837,0.00385497232656432,0.00341175361949279,0.00264333108022853,0.00350990720666271,0.00286569089708412,0.00233301280416338
0.00128853852566571,0.00192855568630311,0.00191150896419999,0.00299675726036536,0.00155744891499697,0.00182256151414798,0.0032178250133024,0.00083481692842959,0.00347873099704203,0.00504583900717649,0.00142547525732454,0.00147875747928488,0.00232838107318084,0.00215891907869003,0.0032158257361542,0.00235242029762807,0.00180191545344966,0.00221623186695617,0.00169457502685236,0.00247499115020705,0.00178389129635502,0.00294228270996068,0.00319223110658134,0.0024030344896079,0.00238737332303569,0.00130699809252728,0.00236784237110101,0.00223419204827313,0.00167207148064376,0.00224340398279541,0.00290733545398324,0.00296650988732675,0.00190900220781605,0.00318131241510435,0.00270356286290852,0.00298183540663498,0.00176232593842225,0.00299969744411903,0.00347526898110263,0.00333493732563995,0.00217972604926504,0.00197308706079226,0.00208069463600143,0.00120973918186693,0.00106296020240444,0.00261858201282547,0.00247570653348392,0.00273893943885581,0.00286830973745207,0.00257292280054659,0.00199291080929897
