n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
255,true,1.0,-520591.5843572215,533267.6004741102,-1855.9542468078434,-1855.9542468078434,8,false,0.0125,0.0125,true
1,true,0.0,-520591.5843572215,527555.8388665052,0.0,3.9545649360429696e6,0,true,0.17981887619720974,0.17981887619720974,true
5,true,1.3864517212894659e-12,-520591.5843572215,527567.5385324933,0.0,9389.509289814974,2,true,0.03038959180427677,0.03038959180427677,true
1023,true,0.999993930798457,-522800.10024126095,527483.6043006018,-0.17262090637814254,-0.24456395895686,10,false,0.0029973925692414532,0.0029973925692414532,true
1023,true,0.9999949379285443,-523402.5077269334,529851.3633328363,-0.14265602873638272,-0.15576314402278513,10,false,0.004054084811090853,0.004054084811090853,true
511,true,0.9999949072350127,-524317.709892241,530528.5768780198,-0.025167989660985768,-0.04285026411525905,9,false,0.006339859328457869,0.006339859328457869,true
511,true,0.9961742434208262,-524316.0371528956,531422.4892350617,0.0010557594941928983,-0.045373594271950424,9,false,0.01079166760989597,0.01079166760989597,true
255,true,0.81759632508589,-524304.7154242262,531286.8396210589,0.3272786521119997,0.49470476887654513,8,false,0.019082388487359745,0.019082388487359745,true
255,true,0.9935136650847384,-524185.1703696623,531259.50924179,-0.3149200694169849,-0.5182440988719463,8,false,0.0198047416947573,0.0198047416947573,true
5,true,0.03502205816959782,-524185.1703696623,531204.4905120876,0.0,16078.790539488662,2,true,0.03616556603676121,0.03616556603676121,true
1023,true,0.9984101420259585,-524338.3294929981,531319.1071824934,0.000362126505933702,0.0063791233114898205,10,false,0.0032133483125077744,0.0032133483125077744,true
1023,true,0.9438388459499212,-524211.12068782526,531341.9426271117,0.08222402329556644,0.13546419760677963,10,false,0.006038664133680848,0.006038664133680848,true
511,true,0.998957415015771,-524253.564911538,531259.0115177494,-0.24244265048764646,-0.25453501858282834,9,false,0.009585751342307613,0.009585751342307613,true
255,true,0.8170521511223632,-524252.4858057107,531240.3643343422,0.32850626041181386,0.4496746939839795,8,false,0.01809098345012553,0.01809098345012553,true
255,true,0.9175137684586271,-524231.1079978563,531282.8579196887,-0.2510342486202717,0.3969023027457297,8,false,0.01928245611728378,0.01928245611728378,true
5,true,0.006281250332261476,-524231.1079978563,531304.9738203136,0.0,3496.9075995754683,2,true,0.028080760672578958,0.028080760672578958,true
1023,true,0.9999580482488891,-524175.62941449304,531210.431964218,-0.001369816018268466,-0.002973487018607557,10,false,0.0024675290046597426,0.0024675290046597426,true
1023,true,0.995681013228192,-524224.8118696313,531230.0858003305,0.004201535833999515,0.015930448658764362,10,false,0.004678451830979985,0.004678451830979985,true
511,true,0.951791616543102,-524268.2439885089,531320.1558663471,0.07022242667153478,0.13005977938883007,9,false,0.008683794600947911,0.008683794600947911,true
255,true,0.9922988890806222,-524409.5056716681,531424.5570805295,-0.1356792178703472,-0.25672972830943763,8,false,0.014001541417731746,0.014001541417731746,true
4,true,7.057755834131645e-10,-524409.5056716681,531323.503483762,0.0,1134.8994717744645,2,true,0.025292015490534496,0.025292015490534496,true
1023,true,0.9987803344125652,-524218.1533786669,531400.8751991302,0.003650338272564113,0.004523096373304725,10,false,0.002407636543738736,0.002407636543738736,true
1023,true,0.9987464106908779,-524237.2955786869,531234.2754362992,-0.02003434707876295,-0.026228815084323287,10,false,0.004458256174881503,0.004458256174881503,true
511,true,0.9818799347031546,-524244.7814730633,531365.7513804868,0.01638639799784869,0.053935424191877246,9,false,0.00817265168245308,0.00817265168245308,true
255,true,0.9682583005843666,-524217.08241849655,531164.3816441495,-0.041874504182487726,0.160652601509355,8,false,0.014128724294067108,0.014128724294067108,true
255,true,0.9836441667844211,-524102.3704357959,531134.8302124904,-0.1220504577504471,-0.19364321790635586,8,false,0.023279326810704035,0.023279326810704035,true
