n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
255,true,1.0,-1.0320163757766384e6,1.0424474359130128e6,-1788.502731476794,-1789.2281125506852,8,false,0.0125,0.0125,true
1,true,0.0,-1.0320163757766384e6,1.0394835419460092e6,0.0,484035.3299594767,0,true,0.17981887619720974,0.17981887619720974,true
4,true,0.2500064923133188,-1.0318475255267674e6,1.0393745528158643e6,-15.733247069292702,2005.7885143765016,2,true,0.03038959180427677,0.03038959180427677,true
511,true,1.0,-1.0338427812889555e6,1.0393539024036105e6,-0.6959189026383683,-0.7649668701924384,9,false,0.005835345377845655,0.005835345377845655,true
511,true,1.0,-1.0335736573621826e6,1.0411126190968229e6,-0.3673205334926024,-0.5188213072251529,9,false,0.008281686013466228,0.008281686013466228,true
255,true,1.0,-1.033508295916199e6,1.041093831641421e6,-0.26537842443212867,-0.5356611874885857,8,false,0.013359999305715011,0.013359999305715011,true
5,true,0.16902169927490157,-1.0335103878782316e6,1.0410723005752742e6,0.2249612909508869,2825.669686894864,2,true,0.02320364591206675,0.02320364591206675,true
1023,true,0.967814429423737,-1.0336040604552672e6,1.041024250589822e6,0.008935081539675593,0.08723035419825464,10,false,0.0031656660941181713,0.0031656660941181713,true
1023,true,0.9994064022675317,-1.0336332722155314e6,1.0411275580595321e6,-0.017864355351775885,-0.09684869449120015,10,false,0.005177215063246398,0.005177215063246398,true
511,true,0.9503567501560695,-1.0335084615154448e6,1.0411011331581399e6,-0.19661663938313723,-0.2634825053391978,9,false,0.009569431610094761,0.009569431610094761,true
255,true,0.9988227205267233,-1.0334043081612536e6,1.0408857995040735e6,-0.02470443246420473,-0.23967751872260123,8,false,0.015340202471139508,0.015340202471139508,true
3,true,0.07356090235858916,-1.0334044318054407e6,1.040707094632202e6,1.511029323679395,1430.0324859110406,1,true,0.028814428129927575,0.028814428129927575,true
1023,true,0.9991334900683383,-1.033591823829791e6,1.0409345732437819e6,-0.020310579799115658,-0.022759522660635412,10,false,0.0029376297542813073,0.0029376297542813073,true
1023,true,0.977276636321875,-1.0335778611041948e6,1.0409096014321505e6,0.031872629071585834,0.05734058655798435,10,false,0.005576264654575568,0.005576264654575568,true
511,true,0.9796146084371343,-1.033539174390693e6,1.0410281260056e6,0.03508220589719713,0.12433774187229574,9,false,0.009858662329557899,0.009858662329557899,true
255,true,0.7856997090626571,-1.0336122268018553e6,1.0411647162050593e6,-0.2312083306023851,0.8184618320083246,8,false,0.017476934468469877,0.017476934468469877,true
255,true,0.9945942731473788,-1.0336129902583435e6,1.0411921985923289e6,-0.06137605581898242,-0.27341456804424524,8,false,0.016954108074196676,0.016954108074196676,true
3,true,0.017181232855397997,-1.0336155876275515e6,1.0412198405204387e6,2.965325315250084,8145.338323084172,1,true,0.031174967809140666,0.031174967809140666,true
1023,true,0.9971633336896891,-1.0335597683565875e6,1.0411249445552087e6,-0.013998858048580587,-0.03216471301857382,10,false,0.0029390609624496615,0.0029390609624496615,true
1023,true,0.9494160336725952,-1.0335189049200284e6,1.0411063482256477e6,0.12896191177424043,0.14945201680529863,10,false,0.005478804689967293,0.005478804689967293,true
511,true,0.9977950204323408,-1.0335246830829976e6,1.0408952209817065e6,-0.106671960093081,-0.5032768013188615,9,false,0.008776431099660762,0.008776431099660762,true
255,true,0.8576894506090821,-1.0335384548639556e6,1.0410151924122499e6,-0.9475215552374721,-1.2839767776895314,8,false,0.016103812675926032,0.016103812675926032,true
255,true,0.1235536057785177,-1.0334813439919212e6,1.0410733631278052e6,0.27714378212112933,26.93843035423197,8,false,0.019404308691845364,0.019404308691845364,true
1023,true,0.9979278126334297,-1.0335675596071399e6,1.0410021615182679e6,0.004427463980391622,-0.016448804060928524,10,false,0.0027599468665914,0.0027599468665914,true
1023,true,0.9389356072364244,-1.0335487620840125e6,1.0410308563883054e6,-0.04717632592655718,0.17395271349232644,10,false,0.005043705424906053,0.005043705424906053,true
511,true,0.9800005875493217,-1.0334103470391668e6,1.0409802964793363e6,0.013091291184537113,0.07577805803157389,9,false,0.007709970320306435,0.007709970320306435,true
255,true,0.9961098855206454,-1.033442982785295e6,1.0409254982258565e6,-0.14697863161563873,-0.17360782460309565,8,false,0.013146611723995541,0.013146611723995541,true
6,true,0.27040858454863864,-1.0334424974896531e6,1.0410122148573676e6,0.548983340500854,1356.2928717432078,2,true,0.02324547437503589,0.02324547437503589,true
1023,true,0.9972392451824127,-1.0334938952660385e6,1.0409702843449026e6,-0.027262534946203232,-0.035678688320331275,10,false,0.005394661162713894,0.005394661162713894,true
511,true,0.9852973301822961,-1.0334949880671528e6,1.0408006579399992e6,-0.021573923528194427,0.061208817292936146,9,false,0.009549540137718216,0.009549540137718216,true
255,true,0.36901720226013385,-1.0334354071041642e6,1.0409002352778001e6,0.2098841256229207,2.791833280469291,8,false,0.016205964807441936,0.016205964807441936,true
1023,true,0.9653245507128102,-1.0334142737653193e6,1.0410673439778655e6,0.05536129220854491,0.08723725471645594,10,false,0.005112656382206141,0.005112656382206141,true
511,true,0.9926780871937659,-1.0334869733064523e6,1.0408784066510196e6,-0.17789023846853524,-0.20517232769634575,9,false,0.00819266257498067,0.00819266257498067,true
255,true,0.910444594371629,-1.0335199237999697e6,1.0410870850481445e6,0.19629623170476407,0.254741893382743,8,false,0.014015420860491953,0.014015420860491953,true
255,true,0.39097522059531875,-1.0334249001008513e6,1.0409015985520041e6,-0.4608661363599822,3.707989923655987,8,false,0.01911467597818336,0.01911467597818336,true
