n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
2,true,0.5,-416004.7198646411,684700.5061018586,-234472.29856502125,-234472.29856502125,1,true,0.025,0.025,true
1,true,0.0,-416004.7198646411,422969.057938849,0.0,1.193968564069573e7,0,true,0.14489456969620235,0.14489456969620235,true
111,true,0.9281588663051202,-376265.7036375765,416532.29833082994,-6425.036676759482,-6458.28445367387,6,false,0.018703974726832974,0.018703974726832974,true
255,true,1.0,-374784.3638194073,383084.59750349564,-94.37647736701183,-94.60321761929663,7,false,0.01876141030973973,0.01876141030973973,true
8,true,0.12933723082851958,-374745.45997313433,381835.7444324128,-3.1537936491076834,1621.2391922466923,3,true,0.02755545544772982,0.02755545544772982,true
1023,true,0.9999985280006376,-377689.641363809,381697.5382147241,-0.05113361281109974,-0.1320606537628919,10,false,0.003389712823724282,0.003389712823724282,true
1023,true,0.9997361268379494,-378492.54227084917,384671.963896101,-0.06810568016953766,-0.24612506397534162,10,false,0.005568249346034663,0.005568249346034663,true
511,true,1.0,-378332.24046291,385423.45700611535,-0.4768895579618402,-0.5878736533340998,9,false,0.009734601240520785,0.009734601240520785,true
255,true,0.8747930496374667,-378334.87669666554,385247.94058210385,-0.28021308046299964,0.5871961173834279,8,false,0.017688110567103715,0.017688110567103715,true
255,true,0.5142087702205625,-378370.9871381662,385395.3414621778,0.3253458352992311,2.0562786225927994,8,false,0.022115371792216443,0.022115371792216443,true
511,true,0.9846832520511816,-378321.7446156144,385103.4803755347,-0.07604797411477193,-0.11112910782685503,9,false,0.00892767248330083,0.00892767248330083,true
255,true,0.9831890995075866,-378251.77515174757,385304.6783361159,-0.12160261673852801,-0.12532950151944533,8,false,0.016059381264328338,0.016059381264328338,true
10,true,0.08948670417912012,-378251.77515174757,385141.5494708635,0.0,2082.7420877495897,3,true,0.028831011796907183,0.028831011796907183,true
1023,true,0.9873034106959623,-378213.10267969564,385167.60552621505,0.004953708441462368,0.025374521617777646,10,false,0.0031372757916886683,0.0031372757916886683,true
1023,true,0.9773469464658339,-378102.2734908113,385060.8188805081,0.025075245124753565,0.05804063053801656,10,false,0.00576274443114514,0.00576274443114514,true
511,true,0.9511387193001256,-378132.5945574676,384985.21734984417,0.003878495015669614,0.16006241540890187,9,false,0.010223363390372412,0.010223363390372412,true
255,true,0.9997349632582286,-378142.5267718336,385029.60935566004,-0.17928948462940753,-0.3691173403058201,8,false,0.016640892738573484,0.016640892738573484,true
7,true,0.32405121267488063,-378161.44196687936,385046.1036642978,1.3933583456091583,3651.9181042637792,2,true,0.031247408872920077,0.031247408872920077,true
511,true,0.999924587531374,-378061.332600418,384946.27485067735,-0.03695430711377412,-0.11725366953760386,9,false,0.007506183581493484,0.007506183581493484,true
255,true,0.8438052778817852,-378128.4924874064,384945.5176862647,0.41733556787949055,0.5002734701847658,8,false,0.0140815098544783,0.0140815098544783,true
